Ligand#;distance_pi_bond_1;distance_pi_bond_2;dihedral_angle_1;dihedral_angle_2;NE_quad;NW_quad;SW_quad;SE_quad;+,+,+_octant;-,+,+_octant;-,-,+_octant;+,-,+_octant;+,-,-_octant;-,-,-_octant;-,+,-_octant;+,+,-_octant;bite_angle;cone_angle;distance_Rh_max_donor_gaussian;distance_Rh_min_donor_gaussian;buried_volume_Rh_3.5A;buried_volume_donor_max;buried_volume_donor_min;buried_volume_Rh_4A;buried_volume_Rh_5A;buried_volume_Rh_6A;buried_volume_Rh_7A;dispersion_p_int_Rh_gfn2_xtb;dispersion_p_int_donor_max_gfn2_xtb;dispersion_p_int_donor_min_gfn2_xtb;sasa_gfn2_xtb;ip_gfn2_xtb;dipole_gfn2_xtb;ea_gfn2_xtb;electrofugality_gfn2_xtb;nucleofugality_gfn2_xtb;nucleophilicity_gfn2_xtb;electrophilicity_gfn2_xtb;HOMO_LUMO_gap_gfn2_xtb;sum_electronic_and_free_energy_dft;sum_electronic_and_enthalpy_dft;zero_point_correction_dft;entropy_dft;dipole_moment_dft;lone_pair_occupancy_min_donor_dft;lone_pair_occupancy_max_donor_dft;dispersion_energy_dft;nbo_charge_Rh_dft;nbo_charge_min_donor_dft;nbo_charge_max_donor_dft;mulliken_charge_Rh_dft;mulliken_charge_min_donor_dft;mulliken_charge_max_donor_dft;homo_energy_dft;lumo_energy_dft;homo_lumo_gap_dft;hardness_dft;softness_dft;electronegativity_dft;electrophilicity_dft;min_NBO_donor;max_NBO_donor;min_bv_donor;max_bv_donor;Rh_donor_min_d;Rh_donor_max_d;std_quad;min_quad;max_quad;std_oct;min_oct;max_oct;ratio_std_oct_std_quad;ratio_min_oct_min_quad;lone_pair_occ_min;lone_pair_occ_max;bite_angle_rad;bite_angle_sin;bite_angle_cos;cone_angle_rad;cone_angle_sin;cone_angle_cos
L44;1.391521127;1.394411677;-9.153574177;12.29761172;0.489400857;0.464312337;0.479617033;0.508665673;0.157752516;0.08246366;0.071049199;0.124394335;0.821049199;0.846161014;0.946282147;0.834839732;90.99809494;224.4264642;2.330984442;2.322281818;0.48547568;0.888289694;0.865594717;0.487485259;0.470371086;0.421175564;0.342690976;46.48853021;52.01674454;46.8579297;777.1938885;3.399648375;0.676809696;5.102152878;3.931098269;0.275297017;-3.399648375;0.531449894;0.082401468;-2669.132646;-2669.015905;0.611044;0.000391551;8.569642747;1.13368;1.13428;-3.79859725;-0.26762;1.02727;1.02141;-0.379876;0.407109;0.429614;-6.583794613;-2.348614644;4.235179969;2.117589985;0.47223495;4.466204628;4.709831442;1.02141;1.02727;0.865594717;0.888289694;2.322281818;2.330984442;0.0185776877893844;0.464312337;0.508665673;0.4051545630430035;0.071049199;0.946282147;21.808664653871197;0.1530202696294068;1.13368;1.13428;1.588216369745392;0.9999241374443542;0.4912904190388675;3.9169807288991816;0.150003364093003;0.1429252811332269
L45;1.389665792;1.389189354;-6.731850864;-6.473092148;0.561218785;0.52639303;0.555977451;0.526835632;0.146058517;0.195490123;0.187383526;0.130544167;0.976379053;0.857295937;0.866287738;0.981410734;90.55230502;259.0107963;2.32302313;2.320031813;0.542903233;0.904345649;0.906116055;0.56296552;0.596896582;0.590182094;0.549564365;65.28323411;66.71262703;65.60536767;1259.154712;3.151389887;0.867269793;5.220895891;3.711209726;0.184923949;-3.151389887;0.559819839;0.075829683;-4389.656858;-4389.42611;1.76456;0.000773933;6.283396048;1.11175;1.11358;-9.424300316;-0.28542;1.08128;1.08424;-0.719009;0.400595;0.390546;-6.399573536;-2.235687396;4.16388614;2.08194307;0.480320531;4.317630466;4.477051536;1.08128;1.08424;0.904345649;0.906116055;2.320031813;2.32302313;0.0185902875195296;0.52639303;0.561218785;0.4067687266111909;0.130544167;0.981410734;21.880711967680284;0.2479975219276744;1.11175;1.11358;1.58043586786919;0.9999767699918491;0.4951803041052904;4.520591193647347;0.0091684398265559;0.4046879884919912
L46;1.389796379;1.390355057;-8.323062173;-10.41384196;0.547614611;0.531680954;0.54770779;0.515677413;0.119409243;0.197260529;0.180068953;0.117685427;0.975819978;0.866101379;0.851285874;0.977730153;90.59237503;258.1316646;2.324902252;2.322992431;0.535839079;0.902598537;0.90494549;0.552425362;0.574733531;0.565699125;0.524853697;63.71495816;65.52828051;65.60482958;1242.364794;3.038148307;0.146475675;5.046628222;3.500245186;0.261468657;-3.038148307;0.462096879;0.077208461;-3932.598321;-3932.383678;1.631818;0.000719916;6.544068011;1.11606;1.11756;-8.490995581;-0.2858;1.0886;1.0863;-0.699137;0.396153;0.393611;-6.418349392;-2.217183654;4.201165738;2.100582869;0.476058343;4.317766523;4.437603491;1.0863;1.0886;0.902598537;0.90494549;2.322992431;2.324902252;0.0153101071498607;0.515677413;0.54770779;0.4117739764770953;0.117685427;0.977730153;26.89556463886939;0.2282152059275863;1.11606;1.11756;1.5811352214749967;0.9999732770522404;0.4948306447555256;4.505247450923692;0.0106886026380731;0.3971683102749035
L47;1.390371311;1.392435716;14.78153132;-8.060695727;0.524832277;0.47684495;0.506289601;0.528116847;0.086051062;0.107994782;0.203084234;0.117079761;0.963613492;0.845695117;0.85314946;0.895499441;90.17544535;246.7539167;2.345073023;2.343525785;0.509067508;0.908503774;0.891009365;0.520397554;0.533880199;0.50902762;0.453488356;51.74646655;63.17446086;57.28111439;1156.660818;3.505513284;0.587343957;5.487712831;4.256241413;0.109015298;-3.505513284;0.750728129;0.077746576;-4049.244897;-4049.051374;1.124263;0.000649079;5.76180996;1.13477;1.12648;-6.468251894;-0.26844;1.08582;1.09125;-0.485128;0.372085;0.347719;-6.486649968;-2.354329035;4.132320934;2.066160467;0.483989514;4.420489501;4.728753586;1.08582;1.09125;0.891009365;0.908503774;2.343525785;2.345073023;0.0235046561847607;0.47684495;0.528116847;0.4096574549503367;0.086051062;0.963613492;17.428778865352587;0.1804592079668663;1.12648;1.13477;1.5738584258097106;0.9999976558892376;0.4984689528852268;4.306668288606821;0.040590903789953;0.3026594762359544
L48;1.393881135;1.394038434;3.870503273;5.338468857;0.52900205;0.460305628;0.528070257;0.457137533;0.107994782;0.103941483;0.103196049;0.107761834;0.950009318;0.816669773;0.811079016;0.948378681;89.16544863;234.84241;2.371388377;2.369056008;0.493634691;0.897363026;0.897927926;0.497559897;0.479295434;0.442438433;0.383070852;51.16385356;55.80670247;56.81242418;898.0636562;3.413050829;0.733936195;5.326018457;4.058968882;0.165899596;-3.413050829;0.645918053;0.073495302;-2906.413968;-2906.283164;0.79897;0.000438719;5.176698358;1.14186;1.14225;-4.970370482;-0.26112;1.06792;1.07004;-0.428618;0.360636;0.359171;-6.38079768;-2.360859767;4.019937913;2.009968957;0.497520122;4.370828724;4.752347957;1.06792;1.07004;0.897363026;0.897927926;2.369056008;2.371388377;0.0403300017986373;0.457137533;0.52900205;0.4178365351473529;0.103196049;0.950009318;10.360439288685354;0.2257439863289458;1.14186;1.14225;1.5562306576113671;0.9999469612580384;0.5072825770750204;4.098773277818457;0.0912143268677024;0.2120863437733903
L49;1.394295369;1.394236538;4.461024586;4.810262957;0.535757548;0.459676668;0.534825755;0.459210772;0.114051435;0.103289228;0.103661946;0.113166232;0.95746366;0.816064107;0.814759597;0.956485278;89.37981562;241.4431691;2.372372609;2.372698529;0.49712309;0.89757268;0.897613446;0.500663367;0.490679496;0.464052792;0.415700802;52.24604245;57.9661424;56.59863694;1068.973755;3.14018323;1.311086783;5.114457001;3.645925564;0.237285334;-3.14018323;0.505742335;0.073034328;-3220.142625;-3219.975096;1.017451;0.000561895;1.091419983;1.13997;1.13978;-5.81086724;-0.26217;1.08463;1.08489;-0.459098;0.363321;0.363595;-6.278210759;-2.269429513;4.008781246;2.004390623;0.498904749;4.273820136;4.556381961;1.08463;1.08489;0.89757268;0.897613446;2.372372609;2.372698529;0.0437928889260479;0.459210772;0.535757548;0.4191192208167611;0.103289228;0.95746366;9.570485781938665;0.2249277114083029;1.13978;1.13997;1.559972067394457;0.9999707091380974;0.5054120240158446;4.213978257244435;0.0608283034075498;0.2609848939667016
L50;1.388393701;1.391901834;11.3433954;-4.692824321;0.54635669;0.465267425;0.551225307;0.525554417;0.127096534;0.091129333;0.1919959;0.146571003;0.965616847;0.839405516;0.859112933;0.955879612;88.82225788;255.4795949;2.338503163;2.311311544;0.52185054;0.915003028;0.898399646;0.543301161;0.571867806;0.564974602;0.533565691;60.17435209;69.03287329;63.46246292;1301.504169;3.112967339;2.019364297;5.236187464;3.676366427;0.173211623;-3.112967339;0.563399088;0.074729468;-4618.230233;-4617.989516;1.830109;0.000807369;4.151943994;1.11919;1.11988;-9.745998534;-0.39391;1.21266;1.22957;-0.56267;0.336299;0.339489;-6.241747503;-2.235687396;4.006060107;2.003030054;0.499243633;4.238717449;4.48488668;1.21266;1.22957;0.898399646;0.915003028;2.311311544;2.338503163;0.03949069549424;0.465267425;0.551225307;0.4124641371833237;0.091129333;0.965616847;10.444590352770152;0.1958644171145229;1.11919;1.11988;1.5502408490614783;0.9998943718031026;0.5102770151104992;4.458960102666313;0.0159707951972613;0.3746376097147614
L51;1.385648343;1.396636161;-1.985872908;-5.775697793;0.475726798;0.480572121;0.512299665;0.551341782;0.093505404;0.099329109;0.149645919;0.196142378;0.857948192;0.861815132;0.953037644;0.828456951;90.21308599;223.643439;2.332000195;2.405146535;0.505142331;0.906383945;0.917594577;0.510644901;0.486601652;0.409518572;0.30881859;50.56841354;59.78656955;59.77715336;711.4729089;3.247341725;0.17480805;4.695266346;3.600077483;0.503469411;-3.247341725;0.352735758;0.078023133;-2226.15349;-2226.041599;0.746756;0.000375284;5.212889761;1.172;1.14751;-3.93263803;-0.27513;1.05556;1.05012;-0.481468;0.315624;0.320729;-6.325286455;-2.155958038;4.169328417;2.084664209;0.479693562;4.240622246;4.313135171;1.05012;1.05556;0.906383945;0.917594577;2.332000195;2.405146535;0.0349021804799533;0.475726798;0.551341782;0.3987154051927485;0.093505404;0.953037644;11.423796442223946;0.1965527365561609;1.14751;1.172;1.5745153789102682;0.9999965421668264;0.4981404782289368;3.9033143610330954;0.1549158105138552;0.1381755920799557
L52;1.389589873;1.389488221;-8.511578626;-8.259174529;0.523224935;0.508735557;0.525065225;0.509807119;0.082836377;0.177087216;0.177972419;0.084793142;0.963613492;0.840383899;0.841641819;0.965337309;91.05683296;222.2380653;2.324641086;2.324206159;0.517063455;0.899855572;0.899552739;0.519132891;0.501553089;0.452718944;0.375818328;53.89035489;58.51537056;57.9981953;842.794233;3.373500785;0.301434964;5.238714333;3.968326032;0.202110915;-3.373500785;0.594825248;0.076538845;-2715.88881;-2715.769668;0.741943;0.000399604;5.628783696;1.12278;1.12284;-4.680724407;-0.27929;1.08682;1.08703;-0.547594;0.408935;0.408547;-6.519031516;-2.32929456;4.189736956;2.094868478;0.477356937;4.424163038;4.671705836;1.08682;1.08703;0.899552739;0.899855572;2.324206159;2.324641086;0.0086312543948245;0.508735557;0.525065225;0.4168281507086941;0.082836377;0.965337309;48.29288208196359;0.1628279680085345;1.12278;1.12284;1.589241541590494;0.999914945924294;0.4907779155550305;3.87878596274716;0.1638936972231526;0.1298209173471869
L53;1.392022541;1.389474825;-17.70418064;-15.16169234;0.558469996;0.52131476;0.55287924;0.526858927;0.145778979;0.154118524;0.09019754;0.170611256;0.971161014;0.888510995;0.963520313;0.935147223;84.65322808;221.3436599;2.331013968;2.339006511;0.540096208;0.875285362;0.89334467;0.546338682;0.5102291;0.408984534;0.297484388;53.05261184;54.76146242;0.0;669.4914945;3.095929288;1.552748599;4.021418884;3.260417518;0.989069346;-3.095929288;0.164488229;0.081054775;-1926.254012;-1926.150502;0.760634;0.000347174;4.175591384;1.18501;1.1781;-3.50255927;-0.31202;1.04681;1.03599;-0.709991;0.192057;0.232651;-6.525290135;-2.230789346;4.294500789;2.147250394;0.465711872;4.378039741;4.463203738;1.03599;1.04681;0.875285362;0.89334467;2.331013968;2.339006511;0.0185183212706638;0.52131476;0.558469996;0.4286116169564384;0.09019754;0.971161014;23.145273844850703;0.1730193482340688;1.1781;1.18501;1.4774775524377175;0.9978244810487362;0.5465916952745496;3.863175643669543;0.1697130268381529;0.124619505888245
L55;1.388972066;1.388834769;8.748933591;8.60762809;0.499021618;0.42203224;0.499021618;0.421216921;0.123555721;0.04127842;0.040719344;0.124254566;0.874487514;0.80278606;0.801714499;0.873788669;82.8847915;229.2613347;2.309856493;2.308767744;0.460200801;0.863865076;0.863940785;0.458010055;0.419511368;0.337346365;0.254101604;45.60903892;55.53833673;55.90342206;676.8432855;3.174166683;0.262602816;4.609336744;3.490399335;0.552895908;-3.174166683;0.316232652;0.088814162;-1995.268738;-1995.172108;0.636045;0.000324099;11.07227789;1.17997;1.18028;-3.29558271;-0.28717;1.08789;1.08819;-0.48253;0.287408;0.287987;-6.579168677;-2.266436261;4.312732417;2.156366208;0.463743123;4.422802469;4.535681742;1.08789;1.08819;0.863865076;0.863940785;2.308767744;2.309856493;0.044686440099551;0.421216921;0.499021618;0.4060849643406176;0.040719344;0.874487514;9.087431521418008;0.0966707223046245;1.17997;1.18028;1.4466125115040098;0.9961495471745514;0.5619324376921138;4.001365138031726;0.1211529481961712;0.1736950638749896
L56;1.41022857;1.390400123;-26.4566907;17.32367405;0.597954715;0.645103429;0.416464778;0.430092247;0.220462169;0.308749534;0.110370854;0.048639583;0.975447261;0.981457324;0.749813641;0.784289974;80.1950759;225.1691869;2.336195522;2.32003252;0.522397969;0.867522363;0.859596301;0.519117373;0.482523809;0.397571318;0.313869455;51.39840135;48.99213108;54.25786388;740.6741406;3.20199491;0.84980185;4.953288531;3.644337234;0.335053793;-3.20199491;0.442342324;0.084928056;-2295.167875;-2295.060595;0.626717;0.000359819;3.32081848;1.13593;1.1379;-3.594653577;-0.27817;1.07241;1.06564;-0.442608;0.35165;0.300883;-6.480119236;-1.755678563;4.724440672;2.362220336;0.423330536;4.1178989;3.589227281;1.06564;1.07241;0.859596301;0.867522363;2.32003252;2.336195522;0.1162004574197292;0.416464778;0.645103429;0.3904793199531792;0.048639583;0.981457324;3.360394000367173;0.1167915885554192;1.13593;1.1379;1.399668118341755;0.9926966333704343;0.5851470931120952;3.929943685443484;0.1454041556604964;0.147492145935506
L59;1.397229756;1.389574149;17.09010524;3.650234815;0.561405143;0.478592061;0.539158591;0.568556653;0.234252702;0.128354454;0.16753634;0.175177041;0.888557585;0.828829668;0.969576966;0.903140142;96.16572019;243.9501089;2.346353157;2.332888806;0.537126118;0.923092154;0.890164927;0.542653311;0.54202209;0.509584335;0.446322646;50.50584541;0.0;52.87431325;979.7845506;3.135730692;0.547532804;5.09644051;3.632481222;0.24631002;-3.135730692;0.49675053;0.076463842;-2956.697373;-2956.543274;0.986028;0.000516851;6.091237492;1.12519;1.13003;-5.84835864;-0.28119;1.07831;1.07808;-0.546067;0.410535;0.385194;-6.462431836;-2.233510485;4.228921351;2.114460675;0.472933837;4.34797116;4.470372382;1.07808;1.07831;0.890164927;0.923092154;2.332888806;2.346353157;0.0408556790634532;0.478592061;0.568556653;0.3884042523827147;0.128354454;0.969576966;9.50673838463145;0.2681917742885417;1.12519;1.13003;1.678408444867087;0.9971077007853076;0.4462977298436534;4.257732610903722;0.0507940060978108;0.2804231910188455
L64;1.391246879;1.386712994;20.71353927;8.128460502;0.521757361;0.556373463;0.543351659;0.478661946;0.168561312;0.144008572;0.022316437;0.174944092;0.87495341;0.968738353;0.935007454;0.911759225;83.78368663;245.163728;2.29624657;2.310032364;0.525222466;0.877550783;0.917315039;0.547071876;0.559220381;0.49675949;0.379826002;55.89383745;63.04174867;63.79996764;749.1442104;3.302652488;0.994769738;4.932217603;3.748971196;0.360101105;-3.302652488;0.446318708;0.083193778;-2377.946674;-2377.836228;0.748524;0.000370438;2.904460385;1.19319;1.19169;-4.281177705;-0.29295;1.06252;1.06897;-0.462938;0.229246;0.245014;-6.539984283;-2.354601148;4.185383135;2.092691567;0.477853505;4.447292716;4.725591866;1.06252;1.06897;0.877550783;0.917315039;2.29624657;2.310032364;0.0340529113289004;0.478661946;0.556373463;0.4283678033904662;0.022316437;0.968738353;12.57947666362709;0.046622542666051;1.19169;1.19319;1.4623011911526522;0.9970600869409671;0.554141203996939;4.278914260063813;0.0462441220672804;0.2899866593725368
L65;1.387326543;1.388080961;3.823435271;2.319633849;0.509387812;0.529118524;0.468761647;0.51029631;0.069418561;0.114517331;0.138697354;0.112420798;0.949357063;0.943719717;0.881895266;0.825102497;83.91079331;210.0552223;2.301614459;2.309698657;0.504402721;0.882704761;0.891469437;0.505295295;0.479133818;0.404553494;0.312015763;48.83933526;51.84496671;56.1538135;740.7546599;3.335577587;0.376225122;5.130437444;3.87244693;0.252431899;-3.335577587;0.536869343;0.081404547;-2145.009684;-2144.90782;0.617855;0.000341654;3.278284664;1.135;1.1331;-3.466533167;-0.29695;1.08276;1.07502;-0.502633;0.370389;0.324494;-6.560937049;-2.338274317;4.222662732;2.111331366;0.473634796;4.449605683;4.688745466;1.07502;1.08276;0.882704761;0.891469437;2.301614459;2.309698657;0.02543450448182;0.468761647;0.529118524;0.4250957600367487;0.069418561;0.949357063;16.713349392774568;0.148089250569597;1.1331;1.135;1.464519621219931;0.9971789721940768;0.5530383786332249;3.666155240143616;0.2495827737950848;0.0672284519289231
L68;1.387637313;1.388222128;11.2253416;12.14502959;0.416441483;0.499021618;0.416744316;0.502655609;0.044632874;0.107389117;0.110184495;0.043701081;0.788250093;0.890654119;0.895126724;0.789787551;84.55809543;217.0076292;2.292777931;2.295154484;0.458686638;0.844792443;0.844466316;0.456904444;0.428161758;0.371801442;0.280562071;48.13337528;56.28772189;56.49504304;705.30236;3.451270823;0.084196572;4.75918993;3.851190883;0.486730129;-3.451270823;0.399920059;0.077825395;-1921.551875;-1921.450134;0.671425;0.000341241;5.532409046;1.15651;1.15538;-3.09692056;-0.28473;1.07995;1.07978;-0.507541;0.359317;0.359285;-6.560120708;-2.447119858;4.11300085;2.056500425;0.486262968;4.503620283;4.931337578;1.07978;1.07995;0.844466316;0.844792443;2.292777931;2.295154484;0.0486620630011263;0.416441483;0.502655609;0.4112407977128374;0.043701081;0.895126724;8.450952802870658;0.104939307883504;1.15538;1.15651;1.4758171744690702;0.9977464350451284;0.547418207472085;3.787497631486988;0.1990393200720828;0.1007223157534022
L69;1.388029972;1.387717033;10.91590686;11.90310631;0.414158591;0.498672195;0.414647782;0.499184681;0.043048826;0.107575475;0.111162877;0.044073798;0.785268356;0.889768915;0.887206485;0.785221767;84.55348047;216.7933844;2.29336334;2.29348867;0.4568347;0.842573612;0.842311545;0.454724257;0.422999905;0.341106173;0.235438026;46.28470622;54.33528506;54.04699893;603.3922814;3.471847826;0.087473511;4.737256626;3.866701319;0.503596867;-3.471847826;0.394853494;0.07807209;-1764.713105;-1764.625408;0.557196;0.000294137;9.082216557;1.16185;1.16172;-2.704929818;-0.28209;1.06799;1.06775;-0.494956;0.33297;0.333309;-6.573998514;-2.454466932;4.119531583;2.059765791;0.485492091;4.514232723;4.946751024;1.06775;1.06799;0.842311545;0.842573612;2.29336334;2.29348867;0.048801533842034;0.414158591;0.499184681;0.409079059601205;0.043048826;0.889768915;8.382504142704923;0.1039428541034417;1.16172;1.16185;1.4757366282222224;0.997742614071874;0.5474582989254491;3.783758354321712;0.2005344305629466;0.0995997343635479
L70;1.393770112;1.394167726;-7.432778025;-7.501723264;0.583605106;0.499161387;0.589591875;0.497530749;0.215523668;0.175736116;0.177692881;0.218039508;0.951686545;0.822586657;0.817368617;0.961144242;101.1847152;231.2909933;2.375015532;2.371838185;0.542216036;0.906937197;0.906710073;0.54681584;0.533535287;0.483326908;0.402793275;54.53688344;57.49098086;55.44196107;830.5152709;3.430998841;0.721810662;5.349460298;4.09196233;0.157503191;-3.430998841;0.660963489;0.075765173;-2604.89004;-2604.774397;0.76171;0.000387869;4.363026795;1.13885;1.14013;-4.891541821;-0.26992;1.06703;1.07066;-0.538054;0.368993;0.368789;-6.588148434;-2.249837316;4.338311119;2.169155559;0.461008892;4.418992875;4.501175111;1.06703;1.07066;0.906710073;0.906937197;2.371838185;2.375015532;0.0510154887225167;0.497530749;0.589591875;0.3734943160973331;0.175736116;0.961144242;7.321194512686954;0.353216592850224;1.13885;1.14013;1.7660064329327527;0.9905034681787984;0.4030136725895324;4.036789363293145;0.1098339441523055;0.1873173352034785
L75;1.387630304;1.398433496;-20.04179923;-5.802002493;0.564200522;0.528256616;0.525577712;0.56704249;0.177553112;0.121738725;0.236954901;0.155096906;0.950847931;0.934774506;0.897130078;0.896058517;98.36018007;234.808596;2.384253479;2.365177846;0.546152861;0.917553811;0.908928904;0.549461548;0.540843477;0.507730509;0.445010475;50.81163302;60.83342507;61.79398371;993.5749724;3.166366863;0.974050564;5.117411953;3.676665104;0.238886288;-3.166366863;0.510298241;0.074911102;-2918.61749;-2918.46416;0.97952;0.000514271;2.617847385;1.12997;1.14982;-5.730245438;-0.27722;1.07398;1.06592;-0.550148;0.406695;0.322612;-6.571005262;-2.231877802;4.33912746;2.16956373;0.46092216;4.401441532;4.464650494;1.06592;1.07398;0.908928904;0.917553811;2.365177846;2.384253479;0.0224027732214123;0.525577712;0.56704249;0.4008820669613927;0.121738725;0.950847931;17.89430545046247;0.231628400939498;1.12997;1.14982;1.7167089950760066;0.994686810061088;0.4273022699695172;4.098183112185187;0.0913843147921908;0.2118451426712493
L76;1.391545212;1.391421198;17.62418053;17.67256618;0.444674804;0.570606597;0.444371972;0.571095788;0.123788669;0.279304883;0.279444652;0.123509132;0.765560939;0.861908312;0.862746925;0.765234812;97.58474467;260.5811428;2.330090539;2.331165664;0.508060007;0.869741195;0.870154678;0.513666905;0.495841348;0.436209125;0.369993254;51.91727617;50.76103902;51.15563669;1037.377625;3.506155469;0.352626374;5.857433487;4.528744865;0.01115591;-3.506155469;1.022589397;0.068308499;-4404.38184;-4404.246822;0.917716;0.000452853;108.0650564;1.16628;1.16576;-5.738053639;-0.20564;1.08009;1.05635;-0.420654;0.257694;0.256605;-6.511956556;-2.35895497;4.153001586;2.076500793;0.481579397;4.435455763;4.737120229;1.05635;1.08009;0.869741195;0.870154678;2.330090539;2.331165664;0.0729357701390238;0.444371972;0.571095788;0.3345772718111746;0.123509132;0.862746925;4.587286473748509;0.2779408688719008;1.16576;1.16628;1.7031750942094874;0.9956253595695498;0.4340037656259505;4.547998910469516;0.0067408228513763;0.418174672877753
L78;1.390828371;1.390682033;-0.242904819;1.516493903;0.509201454;0.433656355;0.509690645;0.439782892;0.067275438;0.080646664;0.079388744;0.067182259;0.951127469;0.786666045;0.800177041;0.952199031;86.23134049;207.3960307;2.338774988;2.335413021;0.47293142;0.87322377;0.870381802;0.474008441;0.450868784;0.403775681;0.330102953;49.38400489;56.18584325;56.16102538;776.8648108;3.439070392;0.231708768;5.240514945;4.042458012;0.208872676;-3.439070392;0.60338762;0.078193263;-2259.069771;-2258.963271;0.63775;0.000357203;7.413627211;1.11292;1.11;-3.645384834;-0.27364;1.11114;1.114;-0.530748;0.392812;0.406187;-6.486649968;-2.287389027;4.199260941;2.09963047;0.476274284;4.387019498;4.583173169;1.11114;1.114;0.870381802;0.87322377;2.335413021;2.338774988;0.0420635230750544;0.433656355;0.509690645;0.4312506989166815;0.067182259;0.952199031;10.252367547701503;0.1549204992049522;1.11;1.11292;1.5050208099588005;0.9989187852462124;0.5328640491790628;3.61974359128224;0.2699308609105758;0.0560763677853462
L79;1.398654693;1.386908709;-1.958526451;-24.14507104;0.466478755;0.505101565;0.576919493;0.572353709;0.031168468;0.069884458;0.17778606;0.215290719;0.901789042;0.940318673;0.966921357;0.938548267;81.76458605;230.7494004;2.358634712;2.311806412;0.530254146;0.916773435;0.908573658;0.548367575;0.547611633;0.502899224;0.414067704;59.01375819;54.52905213;59.8179083;818.864837;3.37751278;0.226389266;5.239071496;3.972988801;0.202404526;-3.37751278;0.595476022;0.065625874;-3848.630352;-3848.505483;0.785577;0.000418813;17.1082526;1.09851;1.12458;-4.784510287;-0.21466;1.04908;1.10533;-0.422098;0.335636;0.337386;-6.347327677;-2.319498462;4.027829215;2.013914608;0.496545383;4.333413069;4.662180998;1.04908;1.10533;0.908573658;0.916773435;2.311806412;2.358634712;0.0536965982668109;0.466478755;0.576919493;0.438835455653542;0.031168468;0.966921357;8.172500117661631;0.066816479134189;1.09851;1.12458;1.427061238102725;0.9948439421634842;0.5716203386204113;4.0273367839827205;0.1128069886089045;0.1836432837288024
L80;1.389949273;1.390153834;5.777659903;5.062779235;0.49033265;0.564037458;0.501281215;0.560636414;0.171543049;0.162178531;0.151043608;0.172428252;0.809122251;0.965896385;0.970229221;0.830134178;96.94109585;225.2296379;2.312641707;2.314420673;0.528937989;0.863841782;0.86627609;0.527861399;0.497770884;0.42355549;0.33702174;54.20436863;63.47031183;62.48518165;829.934061;3.327488659;0.069353183;5.13025269;3.863294775;0.251553427;-3.327488659;0.535806117;0.087253556;-2411.641817;-2411.526806;0.690035;0.000385749;8.800264876;1.13637;1.13632;-3.743384738;-0.28433;1.07084;1.07339;-0.608383;0.324906;0.330432;-6.639577952;-2.297185126;4.342392826;2.171196413;0.460575558;4.468381539;4.598025646;1.07084;1.07339;0.863841782;0.86627609;2.312641707;2.314420673;0.0386952212968414;0.49033265;0.564037458;0.3940703004037134;0.151043608;0.970229221;10.183952622487778;0.3080431376535908;1.13632;1.13637;1.691941303073911;0.9963354587373628;0.4395755645456941;3.930998754429607;0.1450324329881199;0.1478664651447316
L84;1.390428038;1.392834387;-20.50507094;-17.81355522;0.526276556;0.449613306;0.53025997;0.446980991;0.116846813;0.083348863;0.079761461;0.121738725;0.935706299;0.815877749;0.814200522;0.938781215;91.18165483;220.6406376;2.319674322;2.313149713;0.488573891;0.887771385;0.888213986;0.490239588;0.464087777;0.376715497;0.274857255;48.96002849;53.91036915;54.66312098;627.6913099;3.725829432;0.5614024;5.143861892;4.316197182;0.292505858;-3.725829432;0.59036775;0.078668971;-2066.998078;-2066.901634;0.588536;0.000323475;9.309671016;1.18249;1.18681;-3.283516521;-0.27762;1.03652;1.03677;-0.48661;0.296987;0.297879;-6.674680639;-2.547257755;4.127422884;2.063711442;0.484563869;4.610969197;5.151165153;1.03652;1.03677;0.887771385;0.888213986;2.313149713;2.319674322;0.0462124712209789;0.446980991;0.53025997;0.4174510836369708;0.079761461;0.938781215;9.033299293621452;0.1784448614281228;1.18249;1.18681;1.5914200942004904;0.9998936688234868;0.4896888472907179;3.8509055898196;0.1743437128791888;0.1205952258356679
L85;1.390711288;1.403775831;41.85122323;30.25336049;0.507361163;0.504682259;0.513045099;0.529258293;0.101285874;0.200847931;0.237840104;0.097372344;0.913436452;0.808516586;0.820676482;0.928717853;92.68248034;235.531632;2.341552284;2.37108256;0.51364494;0.911829109;0.911811638;0.524187667;0.508413878;0.4174407;0.301500601;50.66596698;56.57308414;58.51209948;649.4019633;4.098357825;0.470407653;5.36008109;4.840299447;0.227860532;-4.098357825;0.741941622;0.061581506;-2145.417694;-2145.317424;0.645269;0.000336307;6.753016513;1.20992;1.19252;-3.571798299;-0.29056;1.04551;1.04743;-0.50764;0.349285;0.357554;-6.780532927;-2.829984045;3.950548882;1.975274441;0.506258766;4.805258486;5.844886321;1.04551;1.04743;0.911811638;0.911829109;2.341552284;2.37108256;0.0110142111120384;0.504682259;0.529258293;0.3836980871042735;0.097372344;0.928717853;34.836638157851795;0.1929379173996286;1.19252;1.20992;1.6176144408479136;0.9994521161372868;0.4765994938946545;4.110802470995637;0.0877806169948247;0.2170244175289454
