Ligand#,distance_pi_bond_1,distance_pi_bond_2,dihedral_angle_1,dihedral_angle_2,NE_quad,NW_quad,SW_quad,SE_quad,"+,+,+_octant","-,+,+_octant","-,-,+_octant","+,-,+_octant","+,-,-_octant","-,-,-_octant","-,+,-_octant","+,+,-_octant",bite_angle,cone_angle,distance_Rh_max_donor_gaussian,distance_Rh_min_donor_gaussian,buried_volume_Rh_3.5A,buried_volume_donor_max,buried_volume_donor_min,buried_volume_Rh_4A,buried_volume_Rh_5A,buried_volume_Rh_6A,buried_volume_Rh_7A,dispersion_p_int_Rh_gfn2_xtb,dispersion_p_int_donor_max_gfn2_xtb,dispersion_p_int_donor_min_gfn2_xtb,sasa_gfn2_xtb,ip_gfn2_xtb,dipole_gfn2_xtb,ea_gfn2_xtb,electrofugality_gfn2_xtb,nucleofugality_gfn2_xtb,nucleophilicity_gfn2_xtb,electrophilicity_gfn2_xtb,HOMO_LUMO_gap_gfn2_xtb,sum_electronic_and_free_energy_dft,sum_electronic_and_enthalpy_dft,zero_point_correction_dft,entropy_dft,dipole_moment_dft,lone_pair_occupancy_min_donor_dft,lone_pair_occupancy_max_donor_dft,dispersion_energy_dft,nbo_charge_Rh_dft,nbo_charge_min_donor_dft,nbo_charge_max_donor_dft,mulliken_charge_Rh_dft,mulliken_charge_min_donor_dft,mulliken_charge_max_donor_dft,homo_energy_dft,lumo_energy_dft,homo_lumo_gap_dft,hardness_dft,softness_dft,electronegativity_dft,electrophilicity_dft,min_NBO_donor,max_NBO_donor,min_bv_donor,max_bv_donor,Rh_donor_min_d,Rh_donor_max_d,std_quad,min_quad,max_quad,std_oct,min_oct,max_oct,ratio_std_oct_std_quad,ratio_min_oct_min_quad,lone_pair_occ_min,lone_pair_occ_max,bite_angle_sin,bite_angle_cos,cone_angle_sin,cone_angle_cos
L49,1.394510399,1.394370581,5.40719775,5.431450572,0.534942229,0.458791465,0.53484905,0.459001118,0.113865076,0.102497205,0.102497205,0.113958256,0.956019381,0.815085725,0.815505032,0.955739843,89.36178704,243.0673852,2.373698307,2.374570399,0.496837728,0.897991987,0.897881336,0.500430606,0.490476491,0.464045988,0.41567732,52.01438174,58.4153853,56.48938939,1071.613729,3.144604123,1.36668534,5.118865725,3.65296781,0.235497962,-3.144604123,0.508363687,0.072401805,-3220.096021,-3219.929623,1.018513,0.000558102,1.466844296,1.13634,1.1359,-5.806757937,-0.25674,1.08576,1.08601,-0.461528,0.354113,0.354607,-7.991711675,-4.135858414,3.855853262,1.927926631,0.518691938,6.063785045,9.536018767,1.08576,1.08601,0.897881336,0.897991987,2.373698307,2.374570399,0.043878343993281894,0.458791465,0.534942229,0.41893456548767516,0.102497205,0.956019381,9.547638478603869,0.2234069567968096,1.1359,1.13634,0.9849687055461789,0.17273288365185363,-0.9186899667866457,-0.3949794234204509
L50,1.387810198,1.391807264,9.117102554,-5.96358567,0.534196795,0.45872158,0.547964033,0.525670891,0.109066344,0.081811405,0.190132315,0.143868804,0.959327246,0.835631755,0.861209467,0.952059262,88.85811008,253.9951101,2.338556818,2.312874412,0.516312197,0.916028,0.89824823,0.536698529,0.570722699,0.567127761,0.535505485,60.06414981,68.50963844,62.60927385,1303.944198,3.101255835,1.832484834,5.232657769,3.661446562,0.173532958,-3.101255835,0.560190727,0.075795007,-4618.180521,-4617.938454,1.83186,0.000811897,2.926654893,1.11568,1.11831,-9.754522424,-0.39843,1.21514,1.22982,-0.54932,0.327666,0.334625,-7.878784427,-3.962794005,3.915990423,1.957995211,0.510726479,5.920789216,8.95194859,1.21514,1.22982,0.89824823,0.916028,2.312874412,2.338556818,0.03968852248186931,0.45872158,0.547964033,0.41521141152809843,0.081811405,0.959327246,10.461750288582225,0.17834653647643958,1.11568,1.11831,0.7792798142866619,0.626676129308709,0.45635535803115035,-0.8897976102441839
L51,1.385467305,1.39634386,-2.445255608,-5.762660484,0.475004659,0.480735184,0.511018449,0.549548081,0.093505404,0.09918934,0.147968692,0.195303764,0.856503914,0.862281029,0.951127469,0.826733135,89.98334874,223.6568951,2.333149335,2.405670229,0.504082417,0.906302413,0.917577106,0.509760412,0.485874381,0.408932378,0.308247895,50.37417845,59.65970429,59.61071068,711.8328961,3.253033768,0.199929735,4.701624599,3.608589883,0.499931516,-3.253033768,0.355556115,0.077602732,-2226.108198,-2225.996238,0.747406,0.000375516,4.563988745,1.17096,1.14671,-3.930067405,-0.26015,1.05645,1.05065,-0.487528,0.317327,0.321757,-8.534034579,-4.346746648,4.187287931,2.093643966,0.477636129,6.440390614,9.905846442,1.05065,1.05645,0.906302413,0.917577106,2.333149335,2.405670229,0.03418500795311943,0.475004659,0.549548081,0.39841346978576503,0.093505404,0.951127469,11.654625628057204,0.19685155130236312,1.14671,1.17096,0.9013333752214147,-0.43312601712662385,-0.5677884075507044,-0.8231745405751051
L52,1.389033182,1.389061863,-5.658645328,-5.581486914,0.5179836,0.509457697,0.519940365,0.508572493,0.076639955,0.176621319,0.175829296,0.078922848,0.959327246,0.842294074,0.841315691,0.960957883,91.01959816,221.9958059,2.328430196,2.32776979,0.514233135,0.89887719,0.899226612,0.516653994,0.500299581,0.451913919,0.375445455,52.59780782,57.96461815,57.18712656,839.6641665,3.390390709,0.277902021,5.247445959,3.991690939,0.199854271,-3.390390709,0.60130023,0.075566883,-2715.843476,-2715.72408,0.74242,0.000400456,5.51916626,1.12008,1.12047,-4.701106235,-0.28222,1.08757,1.08733,-0.544025,0.396868,0.397638,-8.533218238,-4.356542747,4.176675491,2.088337746,0.478849746,6.444880492,9.944867549,1.08733,1.08757,0.89887719,0.899226612,2.32776979,2.328430196,0.005809384035939231,0.508572493,0.519940365,0.4177764271106298,0.076639955,0.960957883,71.91406602250662,0.1506962253265239,1.12008,1.12047,0.08648063302437012,-0.9962535320447824,0.8710188429539867,-0.49124960582080696
L53,1.391548381,1.389716142,-16.36647244,-16.16677688,0.554579761,0.519451174,0.55539508,0.529211703,0.137765561,0.149319791,0.094250839,0.176434961,0.971393962,0.889582557,0.964172568,0.934355199,84.75121347,220.9726869,2.332377832,2.339179171,0.53972349,0.875186359,0.893455321,0.546008938,0.509799439,0.408712413,0.297559105,53.40101521,55.76654991,63.36791325,670.0514749,3.096383355,1.551338701,4.022852656,3.261186311,0.9879503,-3.096383355,0.164802956,0.080993456,-1926.207161,-1926.10345,0.761223,0.000347848,4.257214278,1.18443,1.17994,-3.499044786,-0.29661,1.04549,1.03201,-0.715446,0.196975,0.233738,-8.947647632,-4.643894973,4.30375266,2.15187633,0.464710721,6.795771302,10.73075319,1.03201,1.04549,0.875186359,0.893455321,2.332377832,2.339179171,0.018145298455340315,0.519451174,0.55539508,0.42912562244359204,0.094250839,0.971393962,23.6494110857293,0.18144311480562755,1.17994,1.18443,0.07172653224270073,-0.9974243352617966,0.8729420609775097,0.48782390078422544
L54,1.393426572,1.38708318,14.2285951,-7.567527433,0.533474655,0.523853895,0.516562616,0.539135296,0.222185986,0.162085352,0.111023108,0.09275997,0.844763325,0.885622438,0.967247484,0.940365263,92.91669607,219.4642085,2.36668584,2.317647677,0.528343971,0.915171916,0.90265095,0.531760133,0.515781196,0.46748492,0.389999602,46.59661631,56.52232989,57.7980562,812.4338337,3.529558918,1.158481556,5.427872179,4.246386518,0.13495542,-3.529558918,0.716827599,0.078592559,-2714.667128,-2714.552018,0.72028,0.000386081,4.184426447,1.11682,1.13524,-4.786922094,-0.26298,1.08248,1.08386,-0.488999,0.33301,0.351089,-8.685874108,-4.44443552,4.241438588,2.120719294,0.471538125,6.565154814,10.16194313,1.08248,1.08386,0.90265095,0.915171916,2.317647677,2.36668584,0.01002841293112992,0.516562616,0.539135296,0.4109110262920152,0.09275997,0.967247484,40.97468154871013,0.1795715894392172,1.11682,1.13524,-0.9714062055732148,0.2374236377740203,-0.43251223367287567,0.9016280650707917
L55,1.388588954,1.388620769,8.543906204,8.796778364,0.497577339,0.42198565,0.49748416,0.42144987,0.122950056,0.041651137,0.040905703,0.123415952,0.872204622,0.802320164,0.801994037,0.871552367,82.90504847,229.2463581,2.312230996,2.312139908,0.459373835,0.863562244,0.863655423,0.457327292,0.419127038,0.337251122,0.254162089,45.47793109,55.37261554,56.78980648,676.8032601,3.172184935,0.262953331,4.608143601,3.487807354,0.553478818,-3.172184935,0.315622419,0.088510921,-1995.219746,-1995.123406,0.6366,0.000323126,9.523437125,1.17922,1.17934,-3.292745366,-0.27839,1.08561,1.08581,-0.502701,0.286897,0.287564,-9.012138615,-4.692875466,4.319263149,2.159631574,0.463041943,6.85250704,10.87149616,1.08561,1.08581,0.863562244,0.863655423,2.312139908,2.312230996,0.043771212945627226,0.42144987,0.497577339,0.40549390955437703,0.040905703,0.872204622,9.263940436333879,0.09705947471285256,1.17922,1.17934,0.9403438246831238,0.3402256477403114,0.08978454286589452,-0.9959612120270359
L56,1.38922468,1.388497704,11.69315362,-4.468213659,0.490845136,0.565574916,0.509387812,0.502585725,0.097232575,0.155795751,0.128447633,0.068440179,0.884457697,0.975354081,0.876723817,0.950335445,83.64344184,213.5336292,2.30937519,2.303599377,0.517092574,0.876380218,0.86063292,0.519827292,0.488379427,0.409526509,0.320946927,55.3372679,59.58756655,52.47170255,764.294761,3.134510095,1.117705889,4.948354132,3.566434201,0.329569974,-3.134510095,0.431924106,0.082054246,-2295.131221,-2295.021255,0.62661,0.000368828,3.489468786,1.12982,1.12555,-3.436033738,-0.24479,1.0703,1.06545,-0.480316,0.323781,0.348691,-8.561790192,-4.312460303,4.249329889,2.124664945,0.470662446,6.437125247,9.751321392,1.06545,1.0703,0.86063292,0.876380218,2.303599377,2.30937519,0.03321283575724546,0.490845136,0.565574916,0.4344366521487972,0.068440179,0.975354081,13.080384202183755,0.13943334461401286,1.12555,1.12982,0.924438242363008,-0.38133179261214584,-0.09452989001586727,0.9955220238114213
L57,1.404007381,1.383006084,-5.044523451,5.730881579,0.49091502,0.589661759,0.360580507,0.453806373,0.041744316,0.232575475,0.098816623,0.024878867,0.940085725,0.946748043,0.808796124,0.696282147,85.90320974,210.0306415,2.278696572,2.098064852,0.473548733,0.877888558,0.820140701,0.46875194,0.436419933,0.365509774,0.273757137,44.96329627,53.53985565,44.67915168,669.1932642,3.840664996,1.404641183,5.135880286,4.441285905,0.310740623,-3.840664996,0.600620909,0.07556444,-1779.083844,-1778.990914,0.559955,0.000311689,7.830565069,1.30286,1.11646,-2.959118337,0.01657,-0.51399,0.97746,-0.304081,-0.374857,0.444409,-8.827645424,-4.889885893,3.937759531,1.968879765,0.507903031,6.858765659,11.94655641,-0.51399,0.97746,0.820140701,0.877888558,2.098064852,2.278696572,0.09475451767541145,0.360580507,0.589661759,0.4122805930492471,0.024878867,0.946748043,4.351038907311465,0.06899670535989345,1.11646,1.30286,-0.8820558679575575,-0.4711448246575991,0.440419871010812,-0.8977919231196168
L58,1.406781533,1.387819386,30.22789472,7.927405548,0.523644242,0.563245434,0.660874022,0.641632501,0.180208722,0.183889303,0.360277674,0.375186359,0.867079761,0.942601565,0.922987328,0.946561685,100.8226856,247.6641399,2.350801154,2.427586587,0.59777418,0.928851798,0.94152418,0.619405996,0.623862776,0.583262279,0.499915321,69.63885009,70.14840453,73.62846486,937.8453178,3.172171896,0.920466762,5.098919925,3.67449467,0.249402849,-3.172171896,0.502322774,0.062971101,-6896.304897,-6896.153794,1.058942,0.000506802,68.33486592,1.14382,1.10647,-6.589632203,-0.13391,1.03866,1.15415,-0.522909,0.406552,0.452775,-7.81184442,-4.211506064,3.600338356,1.800169178,0.555503345,6.011675242,10.03801189,1.03866,1.15415,0.928851798,0.94152418,2.350801154,2.427586587,0.0647865764045364,0.523644242,0.660874022,0.35263453812227785,0.180208722,0.946561685,5.4430185648394,0.3441434232365721,1.10647,1.14382,0.2876006369580023,0.957750423451408,0.49833714121285555,-0.8669833295328109
L59,1.395640433,1.389970499,14.70875122,5.029823443,0.559285315,0.476984719,0.539228476,0.57410082,0.228801714,0.129985091,0.177459933,0.173639583,0.889768915,0.823984346,0.970741707,0.904817369,96.38342375,241.6316849,2.343582538,2.334425683,0.537749255,0.92369782,0.889774739,0.543487369,0.543015436,0.510312259,0.446709751,50.64473765,0.0,52.94272316,985.54439,3.125647997,0.500981542,5.09768322,3.621755597,0.24442438,-3.125647997,0.4961076,0.076657265,-2956.655228,-2956.501791,0.987105,0.00051463,6.043276019,1.12286,1.12699,-5.844285659,-0.27828,1.07838,1.07827,-0.550386,0.411184,0.384326,-8.389814239,-4.165518823,4.224295415,2.112147708,0.473451737,6.277666531,9.329152723,1.07827,1.07838,0.889774739,0.92369782,2.334425683,2.343582538,0.04273666148246699,0.476984719,0.57410082,0.38769894445201575,0.129985091,0.970741707,9.071811671837583,0.27251416203125783,1.12286,1.12699,0.8446700726248478,-0.5352872765272254,0.26764634588023034,-0.9635172201559037
L60,1.385661168,1.385687995,10.60721016,10.51527469,0.509877003,0.642540999,0.509923593,0.642051808,0.170005591,0.311405143,0.31056653,0.169772643,0.849748416,0.973676854,0.973537085,0.850074543,98.79168837,251.6481614,2.272468644,2.272321617,0.57592364,0.891877097,0.891842154,0.578436317,0.557458374,0.479641934,0.386739809,59.86667193,51.14383006,51.17884724,1020.197152,3.534323194,0.742368072,5.874893973,4.573214591,0.009997424,-3.534323194,1.038891398,0.094644891,-3324.826556,-3324.679671,0.948848,0.000492655,5.097743363,1.11769,1.11771,-5.591201214,-0.33111,1.81902,1.81913,-0.925946,0.930916,0.931641,-8.233076661,-4.708113841,3.524962819,1.76248141,0.567381871,6.470595251,11.87774313,1.81902,1.81913,0.891842154,0.891877097,2.272321617,2.272468644,0.07643919040823322,0.509877003,0.642540999,0.36577805101290495,0.169772643,0.973676854,4.785216183732726,0.33296783734331314,1.11769,1.11771,-0.9858407488655061,-0.16768428034940563,0.3152775567045478,0.9489995059210572
L61,1.387349438,1.387467016,-11.68022856,-11.6937041,0.593249161,0.521710772,0.593738353,0.519823891,0.259597466,0.251490868,0.249487514,0.260901975,0.926900857,0.791930675,0.790160268,0.92657473,105.7107949,277.6918119,2.309446712,2.308218542,0.556961657,0.879554137,0.879565785,0.590683384,0.617453328,0.583909701,0.504513614,63.77537654,63.49058134,63.72863341,1138.138124,3.565129642,2.8983697,6.001188614,4.720832425,0.00051417,-3.565129642,1.155702783,0.091603785,-4090.179722,-4090.007453,1.165239,0.000577793,10.4395207,1.13856,1.13914,-7.580925341,-0.38795,1.84887,1.83941,-0.771205,0.989645,0.989257,-8.085046726,-4.357086974,3.727959752,1.863979876,0.536486479,6.22106685,10.38146207,1.83941,1.84887,0.879554137,0.879565785,2.308218542,2.309446712,0.04199616165146349,0.519823891,0.593738353,0.3266693802125939,0.249487514,0.926900857,7.778553262169616,0.4799462247109377,1.13856,1.13914,-0.8927243015906053,0.4506032859950823,0.9430418001754299,0.3326742597825753
L62,1.389434785,1.389040078,13.33759079,-19.83084046,0.580833023,0.525857249,0.473909802,0.570140701,0.182771152,0.17909057,0.160035408,0.094996273,0.978894894,0.872623928,0.980245993,0.852823332,91.90352798,230.1925643,2.270251668,2.29652873,0.537766726,0.893903746,0.886070863,0.53645801,0.513193371,0.45033675,0.368538765,49.51342569,58.82289323,54.68427712,1016.016488,3.548547122,2.556842838,5.829965939,4.549864353,0.017351293,-3.548547122,1.001317231,0.091121952,-3324.796106,-3324.651405,0.952565,0.00048533,10.29906081,1.13267,1.09974,-5.638688953,-0.3341,1.84697,1.84101,-0.718239,0.928823,0.947725,-8.206681617,-4.557090654,3.649590963,1.824795481,0.548006618,6.381886136,11.15973572,1.84101,1.84697,0.886070863,0.893903746,2.270251668,2.29652873,0.04872472332644889,0.473909802,0.580833023,0.4132050658232038,0.094996273,0.980245993,8.480398401747449,0.20045222234082427,1.09974,1.13267,-0.7155010320805425,-0.6986116754618966,-0.7554237475878748,-0.6552365691719982
L63,1.404795413,1.388850478,17.66717695,27.67631904,0.578736489,0.616963287,0.541418189,0.553135483,0.223537085,0.30031681,0.246319419,0.163063735,0.933935893,0.933609765,0.859951547,0.919772643,103.9902634,237.2501251,2.405464998,2.324353596,0.572563362,0.91539904,0.902563595,0.58362687,0.585841664,0.549010159,0.476340351,63.63624701,0.0,0.0,1011.204388,3.149103603,0.750972342,5.038433307,3.621166253,0.279629343,-3.149103603,0.47206265,0.072835637,-3223.30581,-3223.143731,1.061657,0.000543616,5.030655286,1.11913,1.15103,-6.222155417,-0.26395,1.08102,1.07578,-0.566397,0.394846,0.3302,-8.489135794,-4.208512812,4.280622982,2.140311491,0.467221712,6.348824303,9.416285946,1.07578,1.08102,0.902563595,0.91539904,2.324353596,2.405464998,0.03345108429036006,0.541418189,0.616963287,0.36530876313066835,0.163063735,0.933935893,10.920685259698535,0.30117890073323705,1.11913,1.15103,-0.3123880287517087,-0.9499545881212541,-0.9982077431523283,0.0598439763947503
L64,1.388968885,1.386543262,14.86559584,8.940507778,0.532146851,0.557491614,0.536549571,0.467713381,0.179509877,0.146244875,0.02185054,0.171543049,0.884783824,0.968738353,0.913576221,0.901556094,83.73938367,244.9947671,2.297078895,2.307650825,0.523457883,0.876490868,0.917076267,0.545380485,0.557241572,0.495050796,0.378940073,56.54637789,62.10345211,63.90355417,752.7142314,3.290298224,0.956152788,4.939185504,3.737888094,0.354404366,-3.290298224,0.44758987,0.08327555,-2377.899543,-2377.786781,0.748426,0.000378206,2.979828217,1.19053,1.19394,-4.266852745,-0.2723,1.05721,1.0637,-0.459339,0.229036,0.239124,-8.750909318,-4.577227079,4.173682239,2.086841119,0.479193165,6.664068199,10.64043749,1.05721,1.0637,0.876490868,0.917076267,2.297078895,2.307650825,0.0387841616626531,0.467713381,0.557491614,0.42426837297414016,0.02185054,0.968738353,10.939217319287478,0.046717799591882964,1.19053,1.19394,0.8836572860097239,-0.4681343833579509,-0.049439717019938594,0.9987771094598576
L65,1.38698321,1.387779662,4.511383099,1.642669291,0.511833768,0.528838986,0.467969624,0.509597466,0.073611629,0.113492359,0.138278047,0.112234439,0.950055908,0.944185613,0.880916884,0.823704808,84.108962,209.9323443,2.300048637,2.309190982,0.504431839,0.882896944,0.890397876,0.505376761,0.479616695,0.405115878,0.312215008,48.96339066,51.98380654,55.86347196,741.3946582,3.339656263,0.36926402,5.133824096,3.878619951,0.251139592,-3.339656263,0.538963688,0.080998238,-2144.96344,-2144.861502,0.618103,0.000341902,3.206869149,1.13229,1.13093,-3.465100167,-0.29016,1.08205,1.07344,-0.515584,0.367074,0.321367,-8.811318593,-4.573961713,4.23735688,2.11867844,0.471992343,6.692640153,10.57060651,1.07344,1.08205,0.882896944,0.890397876,2.300048637,2.309190982,0.025862511747201913,0.467969624,0.528838986,0.4245951701276711,0.073611629,0.950055908,16.41739883109414,0.15730001526765763,1.13093,1.13229,0.6548919583613066,-0.7557225171143789,0.5264022238052181,-0.8502356724890583
L66,1.388459814,1.38865366,-7.032748287,-3.6510427,0.45876817,0.441716362,0.438711331,0.45881476,0.086144242,0.091269102,0.089172568,0.02445956,0.831392098,0.792163623,0.828456951,0.852963101,84.06925172,214.4858149,2.31977022,2.320390525,0.449473537,0.869880963,0.820088287,0.453250109,0.430243054,0.350709783,0.250129509,46.55442399,60.11801401,51.07933665,645.5515502,3.044752197,1.789385934,4.0284949,3.205300461,0.978053364,-3.044752197,0.160548264,0.087597694,-1769.363745,-1769.268063,0.648188,0.000320919,8.588411432,1.18449,1.17112,-2.838633633,-0.28429,1.05483,1.0465,-0.449797,0.285037,0.224012,-8.957715845,-4.713556118,4.244159726,2.122079863,0.471235799,6.835635981,11.00946295,1.0465,1.05483,0.820088287,0.869880963,2.31977022,2.320390525,0.010795741445913953,0.438711331,0.45881476,0.40364460935092233,0.02445956,0.852963101,37.38924383963424,0.0557531986790649,1.17112,1.18449,0.6843777408024188,-0.7291276348446664,0.7562185615137859,0.6543191019846665
L67,1.388970932,1.38813943,-0.759217391,-11.27052957,0.420215244,0.502981737,0.412574543,0.514303019,0.036479687,0.119409243,0.133898621,0.054975773,0.803950801,0.88655423,0.894707417,0.770173313,85.45464663,215.39098,2.34766672,2.313965015,0.462670052,0.852648621,0.840395546,0.460139811,0.416799376,0.318370448,0.223765107,44.40816056,54.8641893,50.12893104,635.9631889,4.092304683,2.697613394,5.340733599,4.823385449,0.236347168,-4.092304683,0.731080766,0.05245592,-1873.953003,-1873.858516,0.561993,0.000316911,6.997809877,1.16403,1.17295,-2.806265924,-0.28527,1.05101,1.04939,-0.49052,0.306917,0.307066,-9.040982683,-5.322002688,3.718979995,1.859489997,0.537781866,7.181492685,13.86773719,1.04939,1.05101,0.840395546,0.852648621,2.313965015,2.34766672,0.05355020779768336,0.412574543,0.514303019,0.4055219197965665,0.036479687,0.894707417,7.572742225924841,0.08841962651098421,1.16403,1.17295,-0.590473151814949,-0.8070572823447665,0.9816468293968938,-0.19070789793562687
L68,1.387684257,1.387973663,11.64338605,11.20042956,0.415998882,0.498625606,0.416744316,0.502772083,0.045238539,0.10957883,0.107156168,0.043235184,0.786759225,0.887672382,0.898387999,0.790253448,84.51968464,216.6050997,2.294239918,2.296418203,0.458517751,0.844291605,0.844588613,0.45663677,0.428069124,0.371650642,0.280543569,48.24347895,56.06771778,56.74864049,705.4723416,3.44787548,0.082962901,4.758354497,3.847079217,0.48684924,-3.44787548,0.399203736,0.077917565,-1921.504489,-1921.40302,0.672024,0.000340329,5.194953333,1.15571,1.15511,-3.094022479,-0.2689,1.0763,1.07617,-0.508419,0.352126,0.352514,-8.961525439,-4.830837188,4.130688251,2.065344125,0.484180814,6.896181313,11.51317016,1.07617,1.0763,0.844291605,0.844588613,2.294239918,2.296418203,0.0487167281512802,0.415998882,0.502772083,0.41125647506541374,0.043235184,0.898387999,8.441791776088447,0.10393101008382037,1.15511,1.15571,0.29868743286580673,-0.9543509927945977,0.16404853118121937,-0.9864522692037788
L69,1.387806058,1.387754467,11.31414116,11.17938148,0.414275065,0.496692136,0.414624488,0.498299478,0.043747671,0.108879985,0.107156168,0.042955647,0.78480246,0.884504286,0.889442788,0.786293328,84.5274516,216.6586956,2.29514894,2.295513248,0.456036852,0.842317369,0.842113539,0.45423934,0.42285997,0.341162865,0.235524129,46.60365337,54.11843066,54.18357971,603.4922644,3.471640567,0.081671332,4.738749735,3.866983797,0.502593496,-3.471640567,0.39534323,0.077988186,-1764.665148,-1764.577373,0.557631,0.000294399,8.797733168,1.16194,1.16157,-2.701799738,-0.26822,1.06406,1.06394,-0.497865,0.325673,0.325739,-9.044520163,-4.906756952,4.137763211,2.068881605,0.483352937,6.975638558,11.75986416,1.06394,1.06406,0.842113539,0.842317369,2.29514894,2.295513248,0.04795135036046388,0.414275065,0.498299478,0.40908176830900234,0.042955647,0.889442788,8.531183485633226,0.10368870981892188,1.16157,1.16194,0.29126609219085325,-0.9566420770276987,0.11096848197860608,-0.9938239260590197
L70,1.393598105,1.393488217,-6.557204508,-6.697412157,0.5863306,0.495969996,0.587658405,0.495177972,0.216082743,0.175409989,0.176667909,0.215477078,0.956578457,0.816530004,0.813688036,0.959839732,101.0725901,231.5622894,2.375945564,2.375328903,0.540969763,0.906448006,0.90687896,0.54529514,0.531716124,0.482335934,0.402335011,54.1612958,55.71261449,56.75907013,831.505264,3.431026057,0.689972031,5.35261438,4.093766717,0.15612628,-3.431026057,0.662740661,0.075439079,-2604.845674,-2604.729873,0.762274,0.000388398,3.771302344,1.13661,1.13693,-4.887580806,-0.26989,1.07097,1.06729,-0.556057,0.367462,0.367517,-8.696758662,-4.3497399,4.347018762,2.173509381,0.460085431,6.523249281,9.788957333,1.06729,1.07097,0.906448006,0.90687896,2.375328903,2.375945564,0.052785434818316254,0.495177972,0.587658405,0.3734658909784717,0.175409989,0.959839732,7.075169358060893,0.3542362522539674,1.13661,1.13693,0.5155292474567145,0.8568719828636677,-0.7929081897784304,0.6093411216898895
L71,1.404523688,1.384014666,-8.020474484,2.530448971,0.506406075,0.560380171,0.385226426,0.458325568,0.061498323,0.174245248,0.103848304,0.044679463,0.951313828,0.946515095,0.812802833,0.725773388,86.96038724,210.4615331,2.277485703,2.093350397,0.477456439,0.874353569,0.824991847,0.473923096,0.443631547,0.379996825,0.295137565,44.79700717,55.62415554,56.73305439,717.2338681,3.780572157,1.392380925,5.104304995,4.359479431,0.320602279,-3.780572157,0.578907274,0.07619047,-1857.510921,-1857.410873,0.615095,0.000335563,4.292064393,1.29997,1.11742,-3.149164245,0.0008,-0.51004,1.08451,-0.318997,-0.375971,0.455048,-8.772406312,-4.839272717,3.933133595,1.966566798,0.508500398,6.805839515,11.77672977,-0.51004,1.08451,0.824991847,0.874353569,2.093350397,2.277485703,0.07435663300736653,0.385226426,0.560380171,0.41584893510491605,0.044679463,0.951313828,5.592627292089971,0.11598234177216077,1.11742,1.29997,-0.8437366158621082,0.5367574154621035,0.02517203146061111,-0.9996831342141098
L72,1.384087335,1.402843357,2.220207575,-5.392990463,0.515234812,0.51546776,0.36731271,0.465011182,0.072959374,0.182025717,0.10696981,0.051714499,0.95751025,0.848909802,0.823052553,0.682910921,91.14449421,217.0302208,2.285346533,2.0987507,0.465488725,0.882267984,0.811806979,0.461194991,0.440673189,0.394690235,0.309660401,45.74926142,60.89617468,45.161475,715.6338934,3.582553265,0.641255952,5.079095503,4.125894029,0.310245261,-3.582553265,0.543340764,0.056153875,-3161.058447,-3160.956332,0.653468,0.000342495,6.685935613,1.28999,1.0976,-3.56034633,-0.05765,-0.46115,1.20854,-0.299994,-0.325266,0.468817,-8.690772157,-4.52498122,4.165790937,2.082895469,0.480100905,6.607876689,10.4815712,-0.46115,1.20854,0.811806979,0.882267984,2.0987507,2.285346533,0.06978788819842678,0.36731271,0.51546776,0.3961233794900948,0.051714499,0.95751025,5.676104976322017,0.14079147710407297,1.0976,1.28999,-0.038297887612757514,-0.9992663667933593,-0.25739722630535106,-0.9663056803570554
L73,1.382740651,1.405062926,-6.51464335,13.64594936,0.479430675,0.603592061,0.362024786,0.447819605,0.064340291,0.294399925,0.081252329,0.03871599,0.894521059,0.912784197,0.81438688,0.685333582,87.74759151,212.8138958,2.279208872,2.111432175,0.473187663,0.858251025,0.837017797,0.470198932,0.439804011,0.364919044,0.266503191,45.90982508,55.42584761,47.95105526,657.8527656,3.189231433,1.59674361,4.601501018,3.504903027,0.560170575,-3.189231433,0.315671593,0.086265813,-1705.368688,-1705.274409,0.591221,0.000316213,3.705703165,1.30478,1.11814,-2.915830536,-0.03232,-0.53321,1.07759,-0.344045,-0.363268,0.388316,-8.904925758,-4.244976068,4.65994969,2.329974845,0.429189183,6.574950913,9.276919791,-0.53321,1.07759,0.837017797,0.858251025,2.111432175,2.279208872,0.10007497591735347,0.362024786,0.603592061,0.3916430413132953,0.03871599,0.912784197,3.9134962334313443,0.10694292627798142,1.11814,1.30478,-0.21530367816136375,0.976547144878417,-0.7273171338624004,0.6863015276029795
L74,,,,,0.588706672,0.565225494,0.561638092,0.488515654,0.19712076,0.176947447,0.133153187,0.148481178,0.980292583,0.953503541,0.843878122,0.974795006,94.65424172,235.0879124,2.358917151,2.33716997,0.551097186,0.91643566,0.922381662,0.569979362,0.576996153,0.538259105,0.445307919,59.75746434,57.2631597,64.82436955,855.6653572,3.268509103,0.340105161,5.303053657,3.885619091,0.16005633,-3.268509103,0.617109987,0.066403793,-4039.910618,-4039.782468,0.840716,0.000429817,6.632381866,1.12802,1.11467,-5.432344316,-0.1419,1.02655,1.05094,-0.632025,0.359726,0.386903,-8.201783568,-4.137491097,4.064292471,2.032146236,0.49209057,6.169637332,9.365572257,1.02655,1.05094,0.91643566,0.922381662,2.33716997,2.358917151,0.04336518743604469,0.488515654,0.588706672,0.4163522221474817,0.133153187,0.980292583,9.601070507570643,0.2725668786859387,1.11467,1.12802,0.3953621696563982,0.9185253152769309,0.5068585497911042,-0.8620292399354321
