Ligand#;lBCUT2D_CHGHI;lBCUT2D_CHGLO;lBCUT2D_LOGPHI;lBCUT2D_LOGPLOW;lBCUT2D_MRHI;lBCUT2D_MRLOW;lBCUT2D_MWHI;lBCUT2D_MWLOW;lBalabanJ;lBertzCT;lChi0;lChi0n;lChi0v;lChi1;lChi1n;lChi1v;lChi2n;lChi2v;lChi3n;lChi3v;lChi4n;lChi4v;lEState_VSA1;lEState_VSA10;lEState_VSA11;lEState_VSA2;lEState_VSA3;lEState_VSA4;lEState_VSA5;lEState_VSA6;lEState_VSA7;lEState_VSA8;lEState_VSA9;lExactMolWt;lFpDensityMorgan1;lFpDensityMorgan2;lFpDensityMorgan3;lFractionCSP3;lHallKierAlpha;lHeavyAtomCount;lHeavyAtomMolWt;lIpc;lKappa1;lKappa2;lKappa3;lLabuteASA;lMaxAbsEStateIndex;lMaxAbsPartialCharge;lMaxEStateIndex;lMaxPartialCharge;lMinAbsEStateIndex;lMinAbsPartialCharge;lMinEStateIndex;lMinPartialCharge;lMolLogP;lMolMR;lMolWt;lNHOHCount;lNOCount;lNumAliphaticCarbocycles;lNumAliphaticHeterocycles;lNumAliphaticRings;lNumAromaticCarbocycles;lNumAromaticHeterocycles;lNumAromaticRings;lNumHAcceptors;lNumHDonors;lNumHeteroatoms;lNumRotatableBonds;lNumSaturatedCarbocycles;lNumSaturatedHeterocycles;lNumSaturatedRings;lNumValenceElectrons;lPEOE_VSA1;lPEOE_VSA10;lPEOE_VSA11;lPEOE_VSA12;lPEOE_VSA13;lPEOE_VSA14;lPEOE_VSA2;lPEOE_VSA3;lPEOE_VSA4;lPEOE_VSA5;lPEOE_VSA6;lPEOE_VSA7;lPEOE_VSA8;lPEOE_VSA9;lRingCount;lSMR_VSA1;lSMR_VSA10;lSMR_VSA3;lSMR_VSA4;lSMR_VSA5;lSMR_VSA6;lSMR_VSA7;lSMR_VSA9;lSlogP_VSA1;lSlogP_VSA10;lSlogP_VSA11;lSlogP_VSA12;lSlogP_VSA2;lSlogP_VSA3;lSlogP_VSA4;lSlogP_VSA5;lSlogP_VSA6;lSlogP_VSA7;lSlogP_VSA8;lTPSA;lVSA_EState1;lVSA_EState10;lVSA_EState2;lVSA_EState3;lVSA_EState4;lVSA_EState5;lVSA_EState6;lVSA_EState7;lVSA_EState8;lVSA_EState9;lfr_Ar_N;lfr_C_O;lfr_C_O_noCOO;lfr_Imine;lfr_NH0;lfr_NH1;lfr_NH2;lfr_Ndealkylation2;lfr_alkyl_halide;lfr_allylic_oxid;lfr_amide;lfr_aniline;lfr_aryl_methyl;lfr_benzene;lfr_bicyclic;lfr_ether;lfr_furan;lfr_halogen;lfr_methoxy;lfr_morpholine;lfr_para_hydroxylation;lfr_piperdine;lfr_pyridine;lfr_sulfide;lfr_sulfonamd;lfr_unbrch_alkane;lqed
L65;2.314640099;-2.354770107;2.506382525;-2.312469586;7.771301983;0.911726614;31.13571293;10.33363612;1.765096197;851.2127857;20.76093778;17.59613311;19.3849875;14.7540202;10.54159325;13.36324319;7.563408056;12.73808868;5.650139548;11.82677276;4.024552108;10.13823386;15.84317618;0;0;0;11.3179889;0;21.21815958;0;0;135.1748158;0;426.1666242;0.366666667;0.566666667;0.766666667;0.142857143;-2.26;30;398.256;11009524.86;20.99043971;10.16889115;4.725571886;183.061825;2.469825103;0.062222827;2.469825103;-0.008613281;0.44848188;0.008613281;-0.44848188;-0.062222827;6.0292;137.068;426.48;0;0;0;0;0;4;0;4;0;0;2;7;0;0;0;150;0;0;0;0;0;0;0;0;0;0;135.1748158;48.37932467;0;0;4;0;37.06133577;0;0;25.1654633;0;121.3273414;0;21.21815958;0;0;15.84317618;11.3179889;0;0;13.8474744;121.3273414;0;0;0;0;0;0;5.867123541;1.104302511;0;44.46736898;0;4.939650206;-0.896963761;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.316702898
L66;2.3664077;-2.297917271;2.628202015;-2.118181554;7.63140283;0.696321962;31.13575684;10.13249414;1.91288379;226.5917875;14.53516943;14.27489608;16.06375046;9.744243363;9.259664539;12.59016672;6.878640461;12.75113291;6.043692357;14.12201616;4.744890713;13.04451058;0;0;0;0;15.84317618;22.6359778;25.68328649;38.00710655;0;27.6949488;0;314.2292244;0.55;0.8;1;1;0.86;20;278.146;51777.5186;17.21759457;8.481447291;3.786430666;129.9309754;2.447060028;0.100009215;2.447060028;-0.020897561;0.379737969;0.020897561;0.379737969;-0.100009215;6.6522;98.358;314.434;0;0;0;2;2;0;0;0;0;0;2;7;0;2;2;118;0;0;0;0;0;0;0;0;0;15.84317618;27.6949488;86.32637084;0;0;2;0;15.84317618;0;0;101.6974996;12.32382005;0;0;0;0;0;15.84317618;34.95979786;0;0;79.06152178;0;0;0;0;0;0;0;0;4.528541194;0;0;15.40522424;9.788240111;0.759475939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.461274904
L67;2.312076036;-2.33147289;2.488690518;-2.35933396;7.718787155;0.78748056;31.13516234;10.25215005;2.701836858;610.3219833;16.7067423;15.09825546;16.88710984;10.01487388;7.760631842;11.33834061;7.819209503;13.58577265;4.182309463;10.27805222;2.066845064;5.453135511;0;0;0;26.15533393;0;11.03340144;10.8700328;0;12.13273414;67.00480854;9.967957042;334.1727722;0.681818182;1;1.272727273;0.555555556;-0.58;22;306.16;46913.68082;17.76886654;6.138426714;3.661737005;137.2011555;5.058644547;0.24411244;5.058644547;0.089928767;0.245315453;0.089928767;-0.347733896;-0.24411244;4.7008;104;334.384;0;2;0;0;0;1;1;2;2;0;4;2;0;0;0;120;0;0;0;0;0;0;0;9.967957042;0;0;69.51833352;35.77454309;0;21.90343423;2;0;37.74661042;9.967957042;0;51.85458095;13.32965121;24.26546827;0;10.8700328;0;0;15.84317618;33.609766;0;0;41.5424232;24.26546827;0;11.03340144;25.78;0;0;10.11728909;0.490630905;4.559065361;0;8.258854062;0;18.58444318;-0.695467792;2;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0.744029164
L68;2.399439536;-2.324966921;2.60922643;-2.296866945;7.732000549;0.696321962;31.13532269;10.13249414;2.007326835;455.4561293;17.10408353;16.17008359;17.95893798;11.74424336;10.40177287;13.36179118;7.706242237;13.22012094;6.562868892;14.27242337;5.213077308;13.14912764;0;0;0;15.84317618;0;22.6359778;51.36657298;0;10.60907979;51.96041707;0;362.2292244;0.625;0.916666667;1.166666667;0.727272727;0.08;24;326.19;495506.8987;18.85875061;8.643723875;3.482398393;152.2581854;2.553343621;0.068282792;2.553343621;-0.015818622;0.063894348;0.015818622;0.063894348;-0.068282792;6.603;114.334;362.478;0;0;0;2;2;1;0;1;0;0;2;6;0;2;2;134;0;0;0;0;0;0;0;0;0;0;67.80359326;84.61163058;0;0;3;0;26.45225598;0;0;101.6974996;0;24.26546827;0;10.60907979;0;0;15.84317618;22.6359778;0;0;79.06152178;24.26546827;0;0;0;0;0;0;3.682613169;3.958726379;0;9.785727303;11.51690434;9.743054926;0.127788696;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.499961415
L69;2.368382585;-2.296658514;2.583503956;-2.280807695;7.731299166;0.776935475;31.13531986;10.2098642;2.00022088;407.240956;14.2756564;13.34165647;15.13051085;9.592224153;8.249753662;11.20977197;6.854040514;12.97291685;5.341972749;12.2427281;4.240571893;11.47408027;0;0;0;15.84317618;0;22.6359778;25.68328649;10.60907979;0;51.96041707;0;306.1666242;0.65;0.95;1.25;0.666666667;0.08;20;278.146;53902.64962;14.99416588;6.060472758;2.595412214;126.7984169;2.500742263;0.068817405;2.500742263;-0.015838667;0.078539095;0.015838667;0.078539095;-0.068817405;5.0426;95.866;306.37;0;0;0;2;2;1;0;1;0;0;2;2;0;2;2;110;0;0;0;0;0;0;0;0;0;0;67.80359326;58.92834409;0;0;3;0;26.45225598;0;0;76.01421309;0;24.26546827;0;10.60907979;0;0;15.84317618;22.6359778;0;0;53.37823529;24.26546827;0;0;0;0;0;0;3.567983539;3.738390023;0;9.553799866;5.794594146;10.00296905;0.157078189;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.671300206
L70;2.230070833;-2.255836544;2.371040546;-2.256988033;7.799111829;0.932544686;31.13289034;9.964065496;1.313958029;1550.11379;28.14140667;23.73396131;25.5228157;20.83163248;14.8746565;17.55793808;10.93914638;15.30998966;8.204820959;13.25921859;6.089742068;11.21675832;15.84317618;0;0;0;0;25.68328649;54.08104534;0;0;157.7255438;0;576.2135743;0.30952381;0.619047619;0.928571429;0.1;-3.82;42;542.388;8633355558;27.03978735;12.58766206;5.758641515;252.1701822;2.54747155;0.062222468;2.54747155;-0.011624859;0.629856224;0.011624859;-0.629856224;-0.062222468;7.0868;185.112;576.66;0;0;4;0;4;6;0;6;0;0;2;6;0;0;0;204;0;0;0;0;0;0;0;0;0;0;157.7255438;95.60750802;0;0;10;0;47.67041556;0;0;25.68328649;0;179.9793497;0;31.82723938;0;0;15.84317618;0;25.68328649;0;22.25380597;157.7255438;0;0;0;0;0;0;8.728373937;5.841875022;0;59.33635681;4.167921496;0;-1.259712448;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0.185919451
L75;2.247422481;-2.268139561;2.388004484;-2.26643695;7.799386045;0.932535972;31.13289173;9.964005882;1.35683796;1879.109188;35.10335457;31.11515916;32.90401354;23.98240728;18.16012532;20.8434069;14.98059827;19.35144155;10.00584541;14.90046901;8.100452685;14.00824489;15.84317618;0;0;0;0;25.68328649;98.58865728;0;0;164.5845048;0;688.3387749;0.3;0.56;0.82;0.25;-3.82;50;638.476;1.19879E+11;34.62089033;14.42800611;7.589659309;303.0897191;2.597841921;0.058712703;2.597841921;-0.011624267;0.707327186;0.011624267;-0.707327186;-0.058712703;9.55416;223.008;688.876;0;0;4;0;4;6;0;6;0;0;2;6;0;0;0;252;0;0;0;0;0;0;0;0;0;0;153.7022192;150.9974056;0;0;10;0;47.67041556;0;0;81.07318409;0;175.9560251;0;31.82723938;0;0;15.84317618;0;25.68328649;55.3898976;66.7614179;109.1946072;0;0;0;0;0;0;8.931056101;16.66411791;0;43.82523177;4.137332976;18.00506376;-1.414654372;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0.153056427
L78;2.514429289;-2.401626134;2.636110415;-2.374112953;7.77283639;0.694633525;31.13571633;10.07256471;1.521909502;1029.037368;22.03695866;18.61264097;20.40149535;16.39897949;11.87005596;14.6917059;9.011697847;13.74986771;7.110820906;13.36482596;5.799376867;12.8072897;15.84317618;0;0;0;23.15380099;0;27.63898121;0;0;133.4793816;0;462.1666242;0.393939394;0.666666667;0.939393939;0.161290323;-2.52;33;434.289;123436204.6;21.04275984;9.383584228;4.013114953;199.455386;2.55212963;0.084419749;2.55212963;0.001365123;0.454268917;0.001365123;-0.454268917;-0.084419749;6.1953;146.457;462.513;0;0;2;0;2;4;0;4;0;0;2;6;1;0;1;162;0;0;0;0;0;0;0;0;0;0;133.4793816;55.31796948;11.3179889;0;6;0;37.06133577;0;11.83581209;17.73881052;0;133.4793816;0;21.21815958;0;0;15.84317618;11.3179889;0;11.83581209;6.420821623;133.4793816;0;0;0;0;0;0;6.07675317;1.317265474;1.340644159;45.40592435;6.416098828;0;-0.908537835;0;0;0;0;0;0;0;0;0;2;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0.2366178
L80;2.431680738;-2.271905685;2.438593372;-2.332144383;7.731113091;-0.142260547;31.13284164;10.25061403;1.458142135;1009.867749;24.0893649;20.32684326;22.11569764;17.08924951;12.19909986;15.2528653;9.275842893;13.78385541;6.281558312;11.41759311;4.729752233;9.636525886;21.63028734;0;0;12.20793278;0;12.32382005;21.21815958;0;0;135.1748158;9.473725908;498.1877535;0.485714286;0.742857143;1;0.225806452;-2.34;35;466.287;147140642.9;24.35864243;11.15183687;6.084000163;211.3779106;6.611865552;0.34417857;6.611865552;0.163288535;0.03606282;0.163288535;-0.585226757;-0.34417857;5.7723;151.703;498.543;0;2;0;1;1;4;0;4;2;0;4;8;0;1;1;178;9.473725908;0;5.787111153;0;0;0;0;0;0;0;121.3273414;50.90881017;12.32382005;12.20793278;5;9.473725908;37.06133577;0;0;31.84251833;12.32382005;121.3273414;0;21.21815958;0;0;15.84317618;30.31886398;9.473725908;0;13.8474744;121.3273414;0;0;18.46;13.2237311;0;0;5.533848726;0;-0.585226757;43.59998968;1.969366444;4.112302427;-1.122530141;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0.287252224
L84;2.390241468;-2.29608381;2.583876356;-2.217874122;7.682438447;0.399477699;31.13315082;10.04646117;1.92899354;774.6963569;18.68986997;16.58923895;18.37809333;12.17666993;9.250515154;12.3042806;9.049209392;14.85544059;5.145821256;11.1616732;3.724514798;8.417116443;0;0;0;26.15533393;0;24.1949644;21.73598278;0;0;77.94062561;9.473725908;386.1564534;0.653846154;1.038461538;1.384615385;0.454545455;-1.1;26;358.188;871739.27;18.27202759;6.216932952;2.961345823;159.3527174;6.116070497;0.488158717;6.116070497;0.127776453;0.23601344;0.127776453;-0.351240814;-0.488158717;5.8648;115.482;386.412;0;2;0;2;2;2;0;2;2;0;4;1;0;0;0;138;9.473725908;24.1949644;0;0;0;0;0;0;0;0;65.80789147;49.41497105;10.60907979;0;4;9.473725908;26.45225598;0;0;51.85458095;12.69594074;36.39820241;22.62592665;20.0828057;0;11.49902367;15.84317618;23.00809849;0;0;41.5424232;36.39820241;0;11.12690298;18.46;12.23214099;0;0;3.359358702;2.72247428;2.166927648;13.14297023;1.676065051;14.05069287;-0.702481628;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0.571305494
L85;2.437973296;-2.325519827;2.622259688;-2.247927021;7.689267264;0.312393778;31.13330735;10.0462872;1.959989024;832.2967721;20.43035694;18.32972593;20.11858031;12.99803713;10.18321219;13.00486213;9.820600686;16.33275118;5.537664882;11.97994024;4.764669431;11.09151424;15.84317618;0;0;22.00226733;0;11.49902367;21.73598278;0;0;91.78810001;9.473725908;414.1877535;0.642857143;1;1.321428571;0.5;-1.1;28;382.21;1670608.363;20.18410197;6.715536904;3.177919658;172.0826016;6.345526515;0.485304725;6.345526515;0.128202024;0.201001866;0.128202024;-0.423521038;-0.485304725;6.6418;124.672;414.466;0;2;0;2;2;2;0;2;2;0;4;1;0;0;0;150;9.473725908;23.18913325;0;0;0;0;0;0;0;0;65.80789147;63.26244545;10.60907979;0;4;9.473725908;26.45225598;0;0;77.39216493;0;36.39820241;22.62592665;20.0828057;0;11.49902367;15.84317618;22.00226733;0;0;55.3898976;36.39820241;0;11.12690298;18.46;12.69105303;0;0;3.280359741;2.711455761;2.662779746;13.21174055;0;18.60446807;-0.847042076;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0.487036477
L86;2.470751809;-2.354184404;2.640996855;-2.289138334;7.689917113;0.239484487;31.1333102;10.04580932;1.955406888;915.96757;23.58505748;21.48442646;23.27328085;14.81940434;12.0045794;14.82622934;11.89114018;17.96677992;6.36040585;13.55874003;5.089283896;11.73567677;15.84317618;0;0;22.00226733;11.83581209;11.49902367;21.73598278;0;0;105.6355744;9.473725908;470.2503538;0.625;0.96875;1.25;0.571428571;-1.1;32;430.254;10388894.91;24.03817318;8.285566073;4.009983761;197.5423701;6.645331042;0.484744743;6.645331042;0.128234092;0.175898985;0.128234092;-0.477633407;-0.484744743;7.914;143;470.574;0;2;0;2;2;2;0;2;2;0;4;3;0;0;0;174;9.473725908;23.18913325;0;0;0;0;0;0;0;0;93.50284027;61.25078315;10.60907979;0;4;9.473725908;26.45225598;0;11.83581209;91.23963933;0;36.39820241;22.62592665;20.0828057;0;11.49902367;15.84317618;22.00226733;0;11.83581209;69.237372;36.39820241;0;11.12690298;18.46;13.29066208;0;0;3.266531531;2.73757821;3.700701601;13.40365308;0;23.53762179;-0.955266813;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0.424400353
L88;2.333067976;-2.256126636;2.448207803;-2.28366229;7.735572757;0.672080291;31.13292131;10.24050894;1.384804177;1008.077013;21.5893649;18.21745346;20.00630784;15.88214273;11.38680994;14.32451764;8.317501757;13.0746049;6.171316688;11.65287426;4.677632039;10.0617714;0;0;0;15.84317618;11.70083528;6.544756406;33.80089124;0;0;126.64413;0;453.1775232;0.5625;0.96875;1.40625;0.172413793;-2.3;32;424.274;52928845.69;21.54073119;10.54408831;5.023046634;193.9707981;3.929086357;0.312933734;3.929086357;0.011925083;0.364037704;0.011925083;-0.367427622;-0.312933734;4.9827;143.2067;453.506;1;1;0;1;1;4;0;4;1;1;3;7;0;1;1;160;5.316788604;0;0;0;0;0;0;0;0;0;121.3273414;49.64406742;18.24559169;0;5;0;37.06133577;5.316788604;0;18.1216569;12.70666643;121.3273414;0;26.53494819;0;0;15.84317618;24.40750171;0;0;6.420821623;121.3273414;0;0;12.03;0;0;0;9.876986481;0.669626585;0;45.11720964;2.445045089;1.104079008;-0.731465326;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.389309599
L89;2.289924547;-2.280321771;2.46317309;-2.260673866;7.80442729;0.410590904;31.13289543;10.02849111;1.687951377;1529.556158;28.7271931;23.72203077;25.51088515;20.7963563;13.94715394;16.63043551;9.721814528;14.09265781;7.23767074;12.20479881;5.417264758;10.36881401;15.84317618;0;0;0;0;22.62592665;31.82723938;14.21959508;0;157.7255438;9.473725908;582.1877535;0.333333333;0.619047619;0.880952381;0.052631579;-4.22;42;550.364;6718284347;27.92568552;13.17590867;5.617050631;250.6732196;6.170010603;0.496086241;6.170010603;0.12701326;0.841375556;0.12701326;-0.898240064;-0.496086241;6.8872;182.394;582.62;0;2;0;0;0;6;0;6;2;0;4;9;0;0;0;206;9.473725908;11.49902367;0;0;0;0;0;0;0;0;145.5928096;59.8031497;11.12690298;14.21959508;6;9.473725908;47.67041556;0;0;0;14.21959508;157.7255438;22.62592665;41.30096529;0;11.49902367;15.84317618;14.21959508;0;0;0;157.7255438;0;11.12690298;18.46;12.34002121;0;0;7.638224933;2.177091627;1.682751113;56.241042;0;0;1.735683935;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;2;0;0;0;0;0;0;0;0.173056771
L98;2.432498562;-2.344551441;2.541044034;-2.337965775;7.772774061;0.332668895;31.13571614;10.19416744;1.468335606;1225.54442;25.57249257;21.5514184;23.34027278;18.86530598;13.41630959;16.23795953;9.89657771;14.76875952;7.384420839;13.4105061;5.743568133;12.31034723;15.84317618;0;0;0;11.3179889;19.63426922;26.78161108;0;0;156.5590864;0;529.2088233;0.421052632;0.710526316;1.026315789;0.142857143;-3.08;38;496.34;1220130920;25.21185827;12.18749469;5.66900762;229.2378638;2.729259259;0.297736934;2.729259259;0.023377357;0.531203902;0.023377357;-0.531203902;-0.297736934;6.5052;167.439;529.604;0;1;0;1;1;5;0;5;1;0;3;8;0;1;1;188;0;0;0;0;0;0;4.899909731;0;0;0;151.6591767;42.62478726;30.95225812;0;6;0;37.06133577;4.899909731;0;17.86274531;13.08951281;157.2226282;0;21.21815958;0;0;15.84317618;29.30741144;6.544756406;0;5.563451492;151.6591767;0;0;3.24;0;0;2.729259259;5.949386915;2.52265852;0;56.26475443;0;3.24449683;-1.062407804;0;0;0;0;1;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0.207407488
L106;2.333013254;-2.288690218;2.478162598;-2.280262204;7.804787476;0.361891876;31.13289763;10.08478634;1.828435159;2007.500908;38.84384155;33.50475131;35.29360569;25.8108344;18.01846149;20.70174306;14.19050871;18.56135199;9.279252372;14.04666291;7.474607814;13.18663678;15.84317618;0;0;0;23.51995335;21.73598278;65.72577152;28.43919017;0;140.3190366;28.91540886;756.3245813;0.333333333;0.574074074;0.777777778;0.260869565;-4.76;54;706.464;5.50145E+11;38.94872817;16.31125013;8.162507238;322.9890272;6.290311266;0.480885588;6.290311266;0.224802438;0.437881866;0.224802438;-1.195866213;-0.480885588;8.16176;228.984;756.864;0;6;0;0;0;4;2;6;6;0;8;11;0;0;0;278;18.94745182;0;0;23.51995335;0;0;0;0;9.967957042;0;117.3040168;92.45123337;22.74181393;39.56609315;6;18.94745182;47.67041556;9.967957042;0;55.3898976;28.43919017;129.4367509;34.64685633;50.77469119;0;23.51995335;15.84317618;38.40714721;0;55.3898976;44.50761193;84.92913896;0;11.12690298;62.7;24.42779852;0;9.931207535;6.944193464;11.27182064;1.819689482;31.52943734;0;17.29795425;4.259380248;2;0;0;0;2;0;0;0;0;0;0;0;8;4;0;4;0;0;4;0;0;0;2;0;0;0;0.124503301
L108;2.250002148;-2.295594297;2.457301642;-2.250923461;7.766870544;1.112833345;31.13562755;10.35845182;1.701360711;906.6357829;19.89069429;16.72588963;18.51474401;14.32649984;10.09718682;13.03489451;7.171825641;12.08017819;5.092034054;10.9090209;3.756865235;9.514969142;7.921588092;0;0;7.921588092;5.658994451;0;27.38006961;0;0;128.2510786;0;412.1509741;0.482758621;0.793103448;1.137931034;0.111111111;-2.26;29;386.245;7226165.305;20.03071998;9.975902769;5.023132656;176.6968828;2.451306584;0.062222829;2.451306584;-0.011186093;0.387267889;0.011186093;-0.409130029;-0.062222829;5.6407;132.473;412.453;0;0;0;0;0;4;0;4;0;0;2;7;0;0;0;144;0;0;0;0;0;0;0;0;0;0;128.2510786;48.88224025;0;0;4;0;37.06133577;0;0;12.58273165;6.161910027;121.3273414;0;21.21815958;0;0;15.84317618;11.82090448;0;0;6.9237372;121.3273414;0;0;0;0;0;0;5.877586504;0.584558663;0;44.33778849;1.193305829;2.451306584;-0.796397917;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0.344724256
L110;2.521372711;-2.476061351;2.754477835;-2.346351507;7.816630462;0.35727144;31.18506579;10.229764;2.6343814;577.1271288;18.49963552;17.02032485;18.80917923;10.7810403;8.707040748;11.52869069;9.503621358;16.80116392;4.265062158;12.0038685;3.779927083;14.26573759;7.921588092;0;0;28.97596791;0;11.49902367;5.304539896;7.109797541;6.066367068;74.44636893;9.473725908;368.2034036;0.958333333;1.5;1.916666667;0.7;-0.32;24;334.166;97779.73798;19.99758207;6.441688464;3.756619187;150.7612228;6.681340021;0.495946502;6.681340021;0.140573152;0.177546296;0.140573152;-0.478395062;-0.495946502;6.3558;110.143;368.438;0;2;0;1;1;1;0;1;2;0;4;2;0;0;0;136;9.473725908;17.08516686;0;0;0;0;0;0;0;0;68.38000187;43.44414694;0;12.41433744;2;9.473725908;21.14771608;0;0;83.36801462;7.109797541;18.19910121;11.49902367;14.7782658;0;11.49902367;15.84317618;28.16417736;0;0;62.3136348;18.19910121;0;0;18.46;12.40651266;0;0;1.97581609;0.278981481;2.037213509;6.256461115;0;21.3418117;0.934684928;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0.565896842
L111;2.279239376;-2.346697913;2.493297414;-2.314087751;7.722338715;0.788767804;31.13514819;10.25004993;3.23330817;357.2933668;14.1378282;13.20382827;14.99268265;8.048547388;6.616204651;10.19391342;6.94838911;12.83135004;3.616901555;10.04358226;1.754127593;5.555260377;0;0;0;15.84317618;10.31215775;0;0;10.60907979;0;79.13754268;0;282.1666242;0.666666667;0.944444444;1.166666667;0.625;0.08;18;254.124;5104.486171;16.13530973;5.601002265;3.78553013;116.080195;2.430555556;0.072288244;2.430555556;-0.014143468;0.100915638;0.014143468;-0.100915638;-0.072288244;4.7576;90.904;282.348;0;0;0;0;0;1;0;1;0;0;2;2;0;0;0;102;0;0;0;0;0;0;0;0;0;0;81.65106766;34.25088875;0;0;1;0;26.45225598;0;0;51.85458095;13.32965121;24.26546827;0;10.60907979;0;0;15.84317618;23.64180896;0;0;41.5424232;24.26546827;0;0;0;0;0;0;4.005544953;0;0;9.123215021;0;19.05455278;-0.201831276;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.68616491
L119;2.453055988;-2.416170404;2.61360705;-2.418311074;7.726016965;0.024153936;31.13303268;9.994255017;1.447867878;970.6657184;27.24406544;24.43342929;26.22228367;18.88796135;15.53579745;18.61187351;12.98863816;18.32796184;8.963735258;15.53009667;7.264523654;14.37903423;13.5226389;4.794537184;0;20.05666899;5.658994451;30.44547696;74.81729602;0;20.7712116;65.56358042;4.736862954;565.3238531;0.769230769;1.256410256;1.717948718;0.617647059;-1.43;39;516.327;862520637.3;29.07575942;13.48783494;7.652879498;239.5340021;13.76470233;0.443681478;13.76470233;0.410066322;0.084981424;0.410066322;-0.555933595;-0.443681478;8.6446;169.738;565.719;0;3;2;1;3;2;0;2;2;0;5;7;2;1;3;212;9.636772685;5.601050811;0;0;0;6.093240071;0;4.794537184;0;0;107.1101885;94.54488098;12.58659724;0;5;9.531400138;32.54549605;4.899909731;0;120.0201244;12.70666643;60.66367068;0;10.60907979;4.794537184;0;15.84317618;52.31969123;4.736862954;0;91.40024945;60.66367068;0;0;29.54;6.065322919;0;15.95727791;2.82058158;2.004305056;0;22.31181485;16.2897572;6.923336987;-0.64091502;0;1;1;0;1;0;0;1;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0.314589261
L120;2.494914654;-2.271742112;2.56312881;-2.280696865;7.804495434;-0.287482528;31.13289691;10.01803247;1.495553449;1869.500343;32.88189364;24.89568471;26.68453909;23.27951954;14.94466451;17.62794608;10.92189985;15.29274313;7.887830505;12.85495858;6.023664878;10.93485669;28.43247589;17.56166019;0;34.12495032;10.60907979;21.21815958;12.13273414;12.13273414;121.3273414;0;18.94745182;682.1085954;0.354166667;0.645833333;0.9375;0.052631579;-4.9;48;658.354;1.27184E+11;30.43448871;11.963465;5.552404096;275.5507894;14.98651429;0.5858093;14.98651429;0.5858093;0.176855999;0.395258444;-3.985156547;-0.395258444;7.513;181.696;682.546;0;4;0;2;2;6;0;6;4;0;10;7;0;0;0;238;18.94745182;0;22.99804733;0;0;12.5892997;0;0;0;17.56166019;121.3273414;71.93588384;11.12690298;0;8;36.50911201;47.67041556;0;0;12.5892997;0;145.5928096;34.12495032;50.77469119;17.56166019;22.99804733;15.84317618;12.5892997;0;0;0;145.5928096;0;11.12690298;36.92;80.44158135;0;0;4.829919052;0.353711997;-0.955178047;44.85948605;-7.970313093;0;-2.911059158;0;0;0;0;0;0;0;0;4;0;0;0;0;6;2;4;0;4;0;0;0;0;0;0;0;0;0.12913254
